Title,Genres,Release Date,Country,Movie Rating,Review Rating,Movie Run Time,Cast,Language,Budget
The Promise (2017), Drama| Horror| Thriller,07/09/2017,Thailand,RATED,6.8,114,Numthip Jongrachatawiboon|Apichaya Thongkham|Thunyaphat Pattarateerachaicharoen|Panisara Rikulsurakan|Duentem Salitul|Benjamin Joseph Varney|Suchada Poonpattanasuk|Surachai Ningsanond|Teerapop Songwaja|Duangjai Hiransri|Sawanee Utoomma|Chaleeda Gilbert|Boonchai Jailim|Sivapee Mapaisalkij|Krieng Wongnongtaey,Hindi,131
Alpha Delta Zatan (2017), Horror| Mystery| Thriller,24/10/2017,USA,RATED,2.1,90,Jeremy Winter|Jake Kidwell|Connor Field|Drake Malone|Jared Fleming|Steven Eleazer|Warren Lee|Nico Jones|Vince Rodriguez|Juan Felipe Restrepo|Kyle Dominguez|Todd Lien|Ruben Ochoa|Matthew Excel Simmons,English,259
The Lodgers (2017), Horror,08/09/2017,Canada,RATED,6.3,92,Charlotte Vega|David Bradley|Eugene Simon|Bill Milner|Moe Dunford|Deirdre O'Kane|Roisin Murphy|Emmet Kelly|Anthony Murphy|Brendan O'Rourke|Matthew Sludds|Elijah Egan|Ronan Byrne|Tara Doyle|Dympna Farrell,English,873
Dark Touch (2013), Horror,19/03/2014,France,NOT RATED,4.8,90,Missy Keating|Marcella Plunkett|Pádraic Delaney|Charlotte Flyvholm|Steve Wall|Robert Donnelly|Susie Power|Richard Dormer|Catherine Walker|Simon Boyle|Olga Wehrly|Mark Huberman|Katie Kirby|Clare Barrett|Art Parkinson,English,878
Totem (2017), Horror,31/10/2017,USA,RATED,4.7,89,Ahna O'Reilly|Kerris Dorsey|James Tupper|Braeden Lemasters|Lawrence Pressman|Lia McHugh|Jocelyn Ayanna|Aja Bair|Evan Dickson|Andrew Spieler|Allison Caetano|Stephanie Silver|Taj,English,1780
Harbinger Down (2015), Horror| Sci-Fi,07/08/2015,USA,RATED,4.5,82,Lance Henriksen|Camille Balsamo|Matt Winston|Reid Collums|Winston James Francis|Milla Bjorn|Giovonnie Samuels|Michael Estime|Edwin H. Bravo|Kraig W. Sturtz|Jason Speer|Mick Ignis,English,1996
Blood Brothers (2015), Drama| Horror| Thriller,03/10/2015,USA,RATED,3.6,98,Graham Denman|Hannah Levien|Krystal Beyer|Barbara Crampton|Ken Foree|Joshua Lou Friedman|Jon Kondelik|Alex Llera|Lynn Lowry|Giselle Marie|Brendan Mitchell|James Andrew Oster|Shawn C. Phillips|Ruben Pla|Jessica Prendes,English,301
Happy Birthday (2016), Horror| Thriller,08/07/1905,USA,RATED,5.1,90,Tristin Mays|Vanessa Lengies|Erik Palladino|Britne Oldford|Matthew Willig|Inanna Sarkis|Jeff Daniel Phillips|Steven Tyler|Matt Bush|Robert Miano|Rey Borge|Carlos Ayala|Cassandra Bautista|David A. Garcia|Riley Litman,English,1991
Angelica (2015), Drama| Horror| Thriller,10/10/2015,USA,RATED,6.1,95,Jena Malone|Janet McTeer|Ed Stoppard|Tovah Feldshuh|Glynnis O'Connor|Charles Keating|Henry Stram|Daniel Gerroll|James Norton|Stephanie Inorio|Pela Kolodziej|Connor Inorio|Vincent Sanchez|Marc Alan Austen|Richard Stephen Bell,English,1888
Jaws 19 (2015), Action| Horror| Sci-Fi| Thriller,16/09/2015,Russia,RATED,4.8,63,Sergey A.|Krolik Black|Eldar Bogunov|Igor de Ferron|Andrey Demianskiy|Khassan Khakak|Nikita Kuznetsov|Evgeniy Mishukhin|Viktor Murzikov|Anastasiya Punsh|Vladimir Putin|Pavel Velichestvenniy|Veta Veselova|Ivan Yakovidish|Ilya Zhernovikh,Russian,1552
Trash Fire (2016), Comedy| Drama| Horror| Romance,03/11/2016,USA,RATED,5.8,91,Adrian Grenier|Angela Trimbur|Fionnula Flanagan|AnnaLynne McCord|Sally Kirkland|Matthew Gray Gubler|Ezra Buzzington|Molly McCook|Ray Santiago|Michael Laren|Clayton Jackson|Alexa Hamilton|Karl Schott|Brayden Austin|Ruby Lightfoot,English,1965
Attack of the Lederhosen Zombies (2016), Comedy| Horror,13/01/2017,USA,RATED,4.5,78,Laurie Calvert|Gabriela Marcinková|Oscar Dyekjær Giese|Margarete Tiesel|Karl Fischer|Kari Rakkola|Martin Loos|Patricia Aulitzky|Christian Roupec|Christian Schiesser|Martina Schölzhorn|Walter Spanny|Julia Stipsits,German,1674
The Bay (2012), Horror| Sci-Fi| Thriller,21/11/2012,Belgium,RATED,5.6,84,Nansi Aluka|Christopher Denham|Stephen Kunken|Frank Deal|Kether Donohue|Kristen Connolly|Will Rogers|Kimberly Campbell|Beckett Clayton-Luce|Dave Hager|Tara Polhemus|Sean Johnson|Murat Erdan|Lamya Jezek|Lucia Scarano,English,751
Bad Blood: The Movie (2016), Fantasy| Horror| Sci-Fi,01/04/2016,USA,RATED,4.3,80,Mary Malloy|Vikas Adam|Troy Halverson|Brian Troxell|Tomi Lavinder|David Alexander|Thom Badinger|Mickie Banyas|Kevin Galbraith|Michael Gladden|Josh Adam Gould|Chelsea Howard|Grayson Thorne Kilpatrick|Kaleigh Malloy,English,370
Dr. Jekyll and Mr. Hyde (2017), Horror,09/07/1905,USA,RATED,7.2,83,Gianni Capaldi|Shaun Paul Piccinino|David Beatty|William McNamara|Margaret O'Brien|Mickey Rooney|Vernon Wells|Elissa Dowling|Randal Malone|Sierra Barsuglia|Jed Rowen|Zan Alda|Diane Baldwin|Michael Beardsley|Jamie Bohannon,English,710
The Axe Murders of Villisca (2016), Horror,05/05/2017,Mexico,NOT RATED,4.2,78,Robert Adamson|Jarrett Sleeper|Alex Frnka|Sean Whalen|Conchata Ferrell|Riley Bodenstab|Kellan Rhude|Madison Lawlor|Ava Kolker|Jon Gries|Brett Rickaby|Urs Inauen|Savannah Stehlin|Sophia Linkletter|Joey Graceffa,English,979
The Barn (2016), Horror,08/07/1905,USA,NOT RATED,5.9,90,Mitchell Musolino|Will Stout|Lexi Dripps|Cortland Woodard|Nikki Howell|Nickolaus Joshua|Linnea Quigley|Ari Lehman|Ryan Nogy|David Hampton|James Weldon|Justin M. Seaman|Rik Billock|Elyse Alberts|Hunter Amos,English,1762
Don't Fuck in the Woods (2016), Horror,25/10/2016,USA,UNRATED,2.6,73,Brittany Blanton|Ayse Howard|Roman Jossart|Nadia White|Hannah Herdt|Brian Cornell|Kayla Stone|Brandy Mason|Scott Gillespie|Deryk Wehrley|Ryan Stacy|Joe Vollman|Savannah Howard|Chris J. Neal|Shawn C. Phillips,English,1011
Black Rock (2012), Horror| Thriller,17/05/2013,USA,RATED,4.7,90,Katie Aselton|Lake Bell|Kate Bosworth|Will Bouvier|Jay Paulson|Anslem Richardson|Carl K. Aselton III|Carl Aselton|Tyler Openshaw|Stephen Smith|Michael Kuhni|Ron Green|Henry Barendse|John Davis|Jim Parker,English,1181
The Jungle (2013), Horror| Thriller,05/07/1905,Australia,RATED,4,84,Igusti Budianthika|Rupert Reid|Agoes Widjaya Soedjarwo,English,259
Alien Abduction (2014), Horror| Sci-Fi| Thriller,01/05/2014,Singapore,NOT RATED,4.9,85,Katherine Sigismund|Corey Eid|Riley Polanski|Jillian Clare|Jeff Bowser|Peter Holden|Walter Phelan|Jordan Turchin|Kelley Hinman|Ben Sharples|Matty Beckerman|Ronald B. Bishop|Daniel Caton|Rick Chambers|Ray Chavez Jr.,English,837
Afflicted (2013), Horror| Mystery| Thriller,27/01/2015,Japan,RATED,6.3,85,Derek Lee|Clif Prowse|Michael Gill|Baya Rehaz|Benjamin Zeitoun|Zach Gray|Jason Lee|Edo Van Breemen|Gary Redekop|Lily Py Lee|Ellen Ferguson|Chiara Caggiati|Domenico Di Michele|Susie Barrow|Lise Bertram,English,471
Static (2012), Drama| Horror| Mystery| Thriller,01/11/2012,USA,NOT RATED,5.4,83,Milo Ventimiglia|Sarah Shahi|William Mapother|Sara Paxton|Dominic Bogart|Oz Kalvan|Luke Barnett|Brett Mann|John Hermann|Ahmad Russ|Brody Gusar|Joshua Stone|Preston Peterson|Carl McGrier|Devon Ogden,English,1625
Tigers Are Not Afraid (2017), Fantasy| Horror,24/09/2017,USA,RATED,7.4,90,Paola Lara|Hanssel Casillas|Rodrigo Cortes|Ianis Guerrero|Juan Ramón López,Spanish,1026
The Revenant (2009), Comedy| Fantasy| Horror,24/08/2012,USA,RATED,6.3,117,David Anders|Chris Wylde|Louise Griffiths|Jacy King|Eric Payne|Bernardo Badillo|Theda Reichman|Richard Reichman|Wally White|Floyd Van Buskirk|Mark Elias|Zoë Simpson Dean|David St. James|Frante Foggie|Kevin Lyons,English,922
Raze (2013), Action| Drama| Horror,16/01/2014,Kuwait,RATED,5.2,87,Zoë Bell|Rachel Nichols|Tracie Thoms|Bruce Thomas|Bailey Anne Borders|Rebecca Marshall|Allene Quincy|Adrienne Wilkinson|Doug Jones|Sherilyn Fenn|Amy Johnston|Tara Macken|Nicole Steinwedell|Jordan James Smith|Chris Schwartz,English,1708
Awaken (2015), Action| Horror| Mystery| Thriller,07/07/2015,USA,RATED,3.4,89,Daryl Hannah|Edward Furlong|Michael Paré|Vinnie Jones|Jason London|Robert Davi|David Keith|Christa Campbell|Natalie Burn|Michael Copon|Augie Duke|Benny Urquidez|Daz Crawford|Philip Tan|Adrienne McQueen,English,1445
Vamp U (2011), Action| Comedy| Horror,27/02/2013,USA,NOT RATED,4,100,Julie Gonzalo|Adam Johnson|Gary Cole|Maclain Nelson|Matt Mattson|Bart Johnson|Alexis Knapp|Clare Niederpruem|Frankie Levangie|Jake Van Wagoner|Renny Grames|Jason Celaya|Maria Kirilenko|Benjamin Horatio Garvis|Leanna Pareja,English,1145
Tonight She Comes (2016), Horror,29/10/2016,USA,RATED,3.9,84,Jenna McDonald|Larissa White|Frankie Ray|Dal Nicole|Cameisha Cotton|Adam Hartley|Brock Russell|Nathan Eswine,English,1458
Anabel (2015), Horror| Mystery,11/10/2015,Spain,RATED,4.6,75,Ana de Armas|Rocío León|Enrique Villén,Spanish,500
Belladonna of Sadness (1973), Animation| Drama| Fantasy| Horror,12/07/2016,USA,UNRATED,7.4,86,Tatsuya Nakadai|Katsuyuki Itô|Aiko Nagayama|Shigako Shimegi|Masaya Takahashi|Natsuka Yashiro|Masakane Yonekura,Japanese,1298
Contracted: Phase II (2015), Drama| Horror| Thriller,04/09/2015,USA,NOT RATED,5.1,78,Matt Mercer|Marianna Palka|Morgan Peter Brown|Anna Lore|Laurel Vail|Peter Cilella|John Ennis|Najarra Townsend|Richard Riehle|Suzanne Voss|Charley Koontz|Alice Macdonald|Ruben Pla|Caroline Williams|Joanna Sotomura,English,1859
Truth or Die (2012), Horror| Mystery,06/08/2012,UK,NOT RATED,5.6,96,Tom Kane|Liam Boyle|Jack Gordon|Florence Hall|Jennie Jacques|Alexander Vlahos|Jason Maza|Mark Underwood|David Sterne|David Oakes,English,532
The Wicked Within (2015), Horror,16/10/2015,USA,RATED,4.6,84,Sienna Guillory|Gianni Capaldi|Enzo Cilenti|Michele Hicks|Eric Roberts|Karen Austin|Sonja Kinski|Heath Freeman|Patrick Muldoon|Sarah Lassez|William McNamara|Melanie Avalon|Sabrina Carmichael|Cynthia Richards,English,1700
The Lost Tree (2016), Drama| Horror| Thriller,18/03/2016,USA,RATED,7.8,88,Lacey Chabert|Scott Grimes|Michael Madsen|Thomas Ian Nicholas|Clare Kramer|Anna Sophia Berglund|Brian A. Metcalf|Chris Kos|Jason James|Riccardo Suriano|Allison Poe,English,354
Cockneys vs Zombies (2012), Action| Comedy| Crime| Fantasy| Horror,02/08/2013,USA,NOT RATED,5.9,88,Rasmus Hardiker|Harry Treadaway|Michelle Ryan|Ashley Thomas|Jack Doolan|Georgia King|Tony Gardner|Alan Ford|Honor Blackman|Tony Selby|Georgina Hale|Dudley Sutton|Richard Briers|Natalie Walter|Phil Cornwell,English,1684
Knights of the Damned (2017), Action| Fantasy| Horror,25/09/2017,UK,RATED,4.4,84,Ross O'Hennessy|Ben Loyd-Holmes|Silvio Simac|Zara Phythian|Andrea Vasiliou|Adrian Bouchet|Kate Davies-Speak|Kunjue Li|Jon-Paul Gates|Rebecca Dyson-Smith|Tim Vincent|Marc Zammit|Chris Bell|Simon Burbage|Louise Rhian Poole,English,1873
Anna (2017), Horror,01/03/2017,USA,RATED,4.9,90,Justin Duncan|Gerald Crum|Rebekah Lynn Bruflodt|Kristin Cochell|Shanon Snedden|Arianne Martin|Alan Gunter|Brian Finn|Kevin A. Green|Bonnie Garcia|Joshua Winch,English,1702
Witching and Bitching (2013), Comedy| Horror,27/09/2013,Spain,UNRATED,6.4,110,Hugo Silva|Mario Casas|Pepón Nieto|Carolina Bang|Terele Pávez|Jaime Ordóñez|Gabriel Ángel Delgado|Santiago Segura|Macarena Gómez|Secun de la Rosa|Javier Botet|Enrique Villén|Carlos Areces|Manuel Tallafé|María Barranco,Spanish,765
Extraterrestrial (2014), Horror| Sci-Fi,17/10/2014,USA,NOT RATED,5,101,Brittany Allen|Freddie Stroma|Melanie Papalia|Jesse Moss|Anja Savcic|Gil Bellows|Michael Ironside|Sean Rogerson|Emily Perkins|Mike Kovac|Ian Brown|Fred Keating|Reese Alexander|Buddy,English,289
Moebius (2013), Drama| Horror,29/08/2014,USA,UNRATED,6.5,89,Jae-hyeon Jo|Yeong-ju Seo|Eun-woo Lee|Jae-hong Kim|Jae-rok Kim,Other,466
The Forgotten (2014), Horror,15/11/2015,Mexico,UNRATED,5.2,89,Clem Tibber|Shaun Dingwall|Elarica Johnson|Lee Arnold|Sam Ashurst|Isaura Barbé-Brown|James Capel|James Doherty|Oliver Gilbert|Luke Kidd|Carys Lewis|Lyndsey Marshal|Jennifer Matter|Katherine Mount|Conor Short,English,284
Sadako vs. Kayako (2016), Horror,18/06/2016,Japan,NOT RATED,5.2,98,Mizuki Yamamoto|Tina Tamashiro|Aimi Satsukawa|Misato Tanaka|Masahiro Kômoto|Masanobu Andô|Ichiruko Dômen|Runa Endo|Maiko Kikuchi|Masayoshi Matsushima|Elly Nanami|Rintaro Shibamoto,Japanese,1911
The Tortured (2010), Horror| Thriller,28/09/2012,Norway,RATED,5.5,79,Erika Christensen|Jesse Metcalfe|Bill Lippincott|Bill Moseley|Fulvio Cecere|Thomas Greenwood|Stephen Park|Samantha Gutstadt|Zak Santiago|Alfonso Quijada|John R. Taylor|Viv Leacock|Darryl Scheelar|Peter Abrams|Paul Herbert,English,175
Resurrection (2015), Horror,07/01/2016,Argentina,RATED,5.3,90,Lola Ahumada|Diego Alonso|Patricio Contreras|Silvana Di Sanzo|Ana Fontán|Fernando Gonzalez Oubiña|Adrián Navarro|Martin Slipak|Vando Villamil,Spanish,646
The Devil's Hand (2014), Horror| Thriller,06/11/2014,Mexico,RATED,4.9,86,Alycia Debnam-Carey|Rufus Sewell|Thomas McDonell|Adelaide Kane|Leah Pipes|Ric Reitz|Jennifer Carpenter|Colm Meaney|Jim McKeny|Katie Garfield|Nicole Elliott|Ethan Alexander McGee|Jon Stafford|Jane McNeill|Holli Saperstein,English,1280
The Last Exorcism Part II (2013), Drama| Horror| Thriller,01/03/2013,USA,RATED,4,88,Ashley Bell|Julia Garner|Spencer Treat Clark|David Jensen|Tarra Riggs|Louis Herthum|Muse Watson|Erica Michelle|Sharice A. Williams|Boyana Balta|Joe Chrest|Raeden Greer|Judd Lormand|E. Roger Mitchell|Dane Rhodes,English,477
Hell (2011), Horror| Sci-Fi| Thriller,10/07/2012,USA,RATED,5.9,90,Lilo Baur|Marco Calamandrei|Lisa Vicari|Lars Eidinger|Hannah Herzsprung|Stipe Erceg|Hans-Peter Recktenwald|Yoann Blanc|Christoph Gaugler|Angela Winkler|Nino Böhlau|Ellen Schweiger|Lutz Pretzsch|Luca Winkler|Tammo Winkler,German,547
Shelley (2016), Drama| Horror,29/07/2016,USA,NOT RATED,5.2,92,Ellen Dorrit Petersen|Cosmina Stratan|Björn Andrésen|Marlon Kindberg Bach|Kenneth M. Christensen|Peter Christoffersen|Marianne Mortensen|Patricia Schumann,Other,1917
Zoombies (2016), Action| Horror| Sci-Fi,01/03/2016,USA,RATED,3.4,87,Ione Butler|Andrew Asper|LaLa Nestor|Kim Nielsen|Marcus Anderson|Brianna Joy Chomer|Ivan Djurovic|Aaron Groben|Kaiwi Lyman-Mersereau|William McMichael|Reuben Uy|Isaac Anderson|Tammy Klein|Ikaika|Joe Conti,English,274
Avenged (2013), Action| Fantasy| Horror| Thriller,06/03/2015,USA,RATED,5.6,95,Amanda Adrienne Smith|Marc Anthony Samuel|Rodney Rowland|Tom Ardavany|John Charles Meyer|Brionne Davis|Ronnie Gene Blevins|Kyle Morris|Joseph Runningfox|Donnelle Russell|Daniel Knight|Ed Fletcher|Jason Gurvitz|Kingo Ojeda|Peter Sherayko,English,1157
Little Monsters (2012), Crime| Drama| Horror| Thriller,01/05/2013,USA,NOT RATED,4.8,107,Christopher Boeres Hipp|Michael Brown|Charles Cantrell|Patrick Sean Clark|Jeremy Cloe|Danny Countess|Shana Dahan|Deana Deatherage|Kynan Dias|Dee Drenta|Diana Eden|Tony Foresta|Clarence Gilyard Jr.|Chaz Greco|James Greco,English,1716
The House on Pine Street (2015), Drama| Horror,17/02/2016,Kuwait,RATED,5.3,111,Emily Goss|Taylor Bottles|Cathy Barnett|Jim Korinke|Natalie Pellegrini|Tisha Swart-Entwistle|Keagon Ellison|Daniel Shirley|Robert Jones|Jeannie Blau|Andy Entwistle|Cayla Kunkel|Chelby Kunkel,English,1212
Estranged (2015), Horror| Thriller,29/08/2015,UK,RATED,5.5,101,Craig Conway|James Cosmo|Bob Duff|James Lance|Amy Manson|Faye McLoughlin|Eileen Nicholas|Nora-Jane Noone|Simon Quarterman|Joy Sanders,English,351
Revelator (2017), Horror,25/08/2017,USA,RATED,8.1,109,Lillian Solange Beaudoin|Barrow Davis-Tolot|Shelly DeChristofaro|Joe DeSoto|Josh Harp|Galen Howard|Justin Johnson|Kate Johnson|Ben Kientz|Alex Klein|Davison Locksley|Greg Lucey|Phil Miler|Patrick Peduto|Catherine Picta,English,291
The Devil's Carnival (2012), Horror| Musical,30/03/2012,USA,NOT RATED,6.5,56,Sean Patrick Flanery|Briana Evigan|Jessica Lowndes|Terrance Zdunich|Dayton Callie|Emilie Autumn|Ivan L. Moody|Marc Senter|Kevin 'ohGr' Ogilvie|Alexa PenaVega|Bill Moseley|Mighty Mike Murga|Shawn Crahan|Maggie Rose Lally|The Blessed Contessa Montebello,English,756
The Houses October Built (2014), Horror| Thriller,10/10/2014,USA,NOT RATED,5.1,91,Brandy Schaefer|Zack Andrews|Bobby Roe|Mikey Roe|Jeff Larson|Tansy Alexander|Bob Ballou|Robert Benjamin|Kahl Brice|Laura Buono|Bart Butler|Amber Campisi|Chloë Crampton|Donald Dantzler|Josephine Duran,English,1709
Deathgasm (2015), Comedy| Horror| Music,02/10/2015,USA,NOT RATED,6.3,86,Milo Cawthorne|James Blake|Kimberley Crossman|Sam Berkley|Daniel Cresswell|Delaney Tabron|Stephen Ure|Colin Moy|Jodie Rimmer|Nick Hoskins-Smith|Erroll Shand|Kate Elliott|Aaron McGregor|Andrew Laing|Tim Foley,English,515
Deliver Us from Evil (2014), Horror| Mystery| Thriller,02/07/2014,USA,RATED,6.2,118,Eric Bana|Edgar Ramírez|Olivia Munn|Chris Coy|Dorian Missick|Sean Harris|Joel McHale|Mike Houston|Lulu Wilson|Olivia Horton|Scott Johnsen|Daniel Sauli|Antoinette LaVecchia|Aidan Gemme|Jenna Gavigan,English,702
Southbound (2015), Fantasy| Horror| Thriller,09/02/2016,USA,RATED,5.9,89,Chad Villella|Matt Bettinelli-Olpin|Kristina Pesic|Fabianne Therese|Nathalie Love|Hannah Marks|Dana Gould|Anessa Ramsey|Susan Burke|Davey Johnson|Mather Zickel|Karla Droege|Zoe Cooper|Justin Welborn|David Yow,English,641
Zombies (2017), Action| Horror,29/09/2017,USA,NOT RATED,2.9,82,Tony Todd|Steven Luke|Raina Hein|Amanda Day|Aaron Courteau|Marcus Dee|Heidi Fellner|Todd Vance|Jim Westcott|Amber Rhodes|Brian Thoe|Bruce Miller|Cameron Cylkowski|Aundrea Smith|Cody Fleury,English,3
Creep (2014), Horror| Thriller,23/06/2015,USA,RATED,6.2,77,Patrick Brice|Mark Duplass,English,129
The Dead Room (2015), Horror| Thriller,08/04/2016,USA,NOT RATED,4.8,80,Jed Brophy|Jeffrey Thomas|Laura Petersen|Carolyn McLaughlin|Elliot Conlon|Eleanor Conlon|Justin B. Carter|Jamie W.R. Smith|Acushla-Tara Kupe|Cohen Holloway|Sophie Hambleton,English,406
Howl (2015), Comedy| Fantasy| Horror,16/10/2015,UK,NOT RATED,5.3,89,Ed Speleers|Holly Weston|Shauna Macdonald|Elliot Cowan|Amit Shah|Sam Gittins|Rosie Day|Duncan Preston|Ania Marson|Calvin Dean|Brett Goldstein|Sean Pertwee|Ryan Oliva|Robert Nairne|Ross Mullan,English,459
Horror Story (2013), Horror,02/05/2014,USA,RATED,4.7,91,Karan Kundra|Nishant Malkani|Hassan Zaidi|Ravish Desai|Radhika Menon|Aparna Bajpai|Nandini Vaid|Sheetal Singh|Bikramjeet Singh|Masood Akhtar|Neelima Shetthi|Himanshi,Hindi,1425
The Little Vampire 3D (2017), Animation| Adventure| Comedy| Family| Fantasy| Horror,04/10/2017,Netherlands,RATED,6.2,83,Jim Carter|Rasmus Hardiker|Alice Krige|Tim Pigott-Smith|Miriam Margolyes|Matthew Marsh|Joseph Kloska|Phoebe Givron-Taylor|Amy Saville|Diane Wilson|Graham Clarke|Julia Rhodes|Kevin Otto|Matthew Dylan Roberts,English,1795
Ouija: Origin of Evil (2016), Horror| Thriller,21/10/2016,USA,RATED,6.1,99,Annalise Basso|Elizabeth Reaser|Lulu Wilson|Henry Thomas|Parker Mack|Halle Charlton|Alexis G. Zall|Doug Jones|Kate Siegel|Sam Anderson|Chelsea Gonzalez|Lincoln Melcher|Nicholas Keenan|Michael Weaver|Ele Keats,English,740
The Atoning (2017), Drama| Horror| Thriller,05/09/2017,USA,RATED,4.1,89,Virginia Newcomb|Michael LaCour|Cannon Bosarge|Dorothy Weems|Ashlyn Jade Lopez|Alex Zuko|Jessy Hughes|Sherri Eakin|Stella Allen|Caroline Delatte|Chris Bosarge|Kyle Wigginton|Nikki Caruso|Todd Barnett|Bryan Benfield,English,1777
Berberian Sound Studio (2012), Drama| Horror| Thriller,31/08/2012,UK,NOT RATED,6.2,92,Toby Jones|Cosimo Fusco|Antonio Mancino|Fatma Mohamed|Salvatore LI Causi|Chiara D'Anna|Tonia Sotiropoulou|Eugenia Caruso|Susanna Cappellaro|Guido Adorni|Lara Parmiani|Jozef Cseres|Pal Toth|Katalin Ladik|Jean-Michael van Schouwburg,English,225
Lake Alice (2017), Horror,18/07/2017,USA,RATED,4.3,80,Brando Eaton|Michael Shamus Wiles|Peter O'Brien|Laura Niemi|Eileen Dietz|Caroline Tudor|Brad Schmidt|Craig Rees|Patrick Burch,English,463
Dead Awake (2016), Horror| Thriller,12/05/2017,USA,NOT RATED,4.7,99,Jocelin Donahue|Jesse Bradford|Jesse Borrego|Lori Petty|James Eckhouse|Mona Lee Fultz|Brea Grant|A.J. Gutierrez|Billy Blair|Liz Mikel|Jeffrey Reddick|Richard Lukens|Alanna Rae|Natalie Jones|Chelsea Morgensen,English,98
Ghost House (2017), Horror| Thriller,25/08/2017,USA,RATED,4.6,89,Scout Taylor-Compton|James Landry Hébert|Mark Boone Junior|Russell Geoffrey Banks|Rich Lee Gray|Elana Krausz|Kevin Ragsdale|Wen-Chu Yang|Michael S. New|Katrina Grey|Weenat Chaioamphonchit|Thawatchai Janthawan|Surasit Boonsak|Narinat Saenphukhiago|Pattaravadee Poonvichit,English,709
Double Date (2017), Comedy| Horror,13/10/2017,UK,RATED,7,89,Danny Morgan|Georgia Groome|Michael Socha|Kelly Wenham|Dougie Poynter|Brooke Norbury|Maria Barr|Tanika Beckford|Benny Bereal|Kerrieanne Booker|Sarah Carmen|Charley Clark|Georgia Elliott|Jasmine Geohagen|Karen Gorbutt,English,166
Tag (2015), Action| Fantasy| Horror| Mystery,11/07/2015,Japan,RATED,6.2,85,Reina Triendl|Mariko Shinoda|Erina Mano|Yuki Sakurai|Aki Hiraoka|Ami Tomite|Mika Akizuki|Urara Aryû|Mao Asou|Nanami Hidaka|Rin Honoka|Hikaru Horiguchi|Rika Hoshina|Nanami Ishimaru|Sayaka Isoyama,Japanese,796
Girl House (2014), Horror| Thriller,14/02/2015,USA,NOT RATED,5.5,99,Ali Cobrin|Adam DiMarco|Slaine|Alyson Bath|Elysia Rotaru|Chasty Ballesteros|Alice Hunter|Wesley MacInnes|Erin Agostino|Nicole Arianna Fox|Zuleyka Silver|James Thomas|Isaac Faulkner|Camren Bicondova|Baylee Wall,English,1847
The Amityville Terror (2016), Horror,01/04/2016,USA,RATED,3.1,84,Nicole Tompkins|Kaiwi Lyman-Mersereau|Kim Nielsen|Amanda Barton|Trevor Stines|Christy St. John|Tonya Kay|Bobby Emprechtinger|Lai-Ling Bernstein|Klaudia Kaye|Korey Knecht|Sarah Lieving|Cher Hubsher|Priscilla Emprechtinger|Jocelyn Saenz,English,1674
Hellions (2015), Horror| Thriller,22/09/2016,Kuwait,NOT RATED,4.3,80,Chloe Rose|Rachel Wilson|Rossif Sutherland|Peter DaCunha|Luke Bilyk|Emir Hirad Mokhtarieh|Adelaide Humphreys|Joe Silvaggio|Ella Konopka|Karlo William|Devon Phillipson|Robert Patrick,English,741
Alena (2015), Drama| Horror| Thriller,19/08/2016,Sweden,RATED,5.7,83,Amalia Holm|Molly Nutley|Felice Jankell|Rebecka Nyman|Fanny Klefelt|Marie Senghore|Helena Af Sandeberg|Johan Ehn|Ulrika Ellemark|Malin Persson|Max Nilén,Other,1093
The Remaining (2014), Horror| Thriller,24/09/2014,Philippines,RATED,4.3,88,Johnny Pacar|Shaun Sipos|Bryan Dechart|Alexa PenaVega|Italia Ricci|Liz E. Morgan|Kimberley Drummond|John Pyper-Ferguson|Kim Pacheco|John Keenan|Nina Repeta|Judd Lormand|Hayley Lovitt|Roy Feaster|Erin Murphy,English,19
Scouts Guide to the Zombie Apocalypse (2015), Action| Comedy| Horror,30/10/2015,USA,RATED,6.3,93,Tye Sheridan|Logan Miller|Joey Morgan|Sarah Dumont|David Koechner|Halston Sage|Cloris Leachman|Niki Koss|Hiram A. Murray|Lukas Gage|Drew Droege|Patrick Schwarzenegger|Blake Anderson|Elle Evans|Matty Cardarople,English,1527
Robert (2015), Horror,24/08/2015,UK,RATED,3.2,90,Suzie Frances Garton|Lee Bane|Flynn Allen|Judith Haley|Cyd Casados|Samuel Hutchison|Megan Lockhurst|Annie Davies|Ryan Michaels,Other,580
Girls Gone Dead (2012), Comedy| Horror,28/03/2012,USA,RATED,3.5,104,Katie Peterson|Shea Stewart|Brandy Whitford|Caley Hayes|Ryan Keely|Krystyna Ahlers|Bruster Phoenix Sampson|David Ausem|Julie Kendall|Vincent Chimato|Jerry Lawler|Al Sapienza|John McGlothlin|Jason Kesser|Gregg Goldsbury,English,1223
Housebound (2014), Comedy| Horror| Mystery,04/09/2014,New Zealand,NOT RATED,6.8,107,Morgana O'Reilly|Rima Te Wiata|Glen-Paul Waru|Ross Harper|Cameron Rhodes|Ryan Lampp|Mick Innes|Bruce Hopkins|Millen Baird|Wallace Chapman|David Van Horn|Nikki Si'ulepa|Ian Mune|Kitty Riddell|Lila Sharp,English,500
